0.8029,1.1062,0.60187,1.7541
1.4441,1.1311,0.84052,1.0025
0.88208,0.97818,1.0122,0.91041
0.64527,1.0018,1.4171,0.77529
0.6462,0.92695,1.0772,0.98987
1.6541,0.5661,1.3327,0.83948
0.77558,1.2454,1.2319,0.7118
1.5487,0.89119,1.4553,0.63117
1.4438,0.46066,0.95848,0.65542
1.4186,0.57068,1.5689,1.2019
1.7438,1.2217,1.1388,1.1125
0.84678,1.2041,0.87267,0.74125
1.0207,0.84647,0.95059,1.007
1.3878,1.2481,1.3393,1.5345
1.4238,0.71572,0.91886,0.9199
0.85565,0.58873,0.89224,0.97416
0.81088,0.9516,0.837,0.47986
1.2284,0.56709,0.56071,1.1297
1.3912,0.98488,1.3877,1.0053
0.91551,1.2394,0.66133,1.5635
0.85106,0.78762,0.83228,0.96186
0.94339,1.6985,1.2096,0.87315
0.85856,1.3909,0.82323,1.2062
1.3788,0.8697,0.46468,0.80975
1.0073,0.85238,1.1771,0.92839
0.62495,1.2536,1.03,1.0194
1.0518,1.1272,0.53031,0.317
0.83229,0.63634,0.7161,0.59634
0.58316,0.52423,1.2644,1.5689
0.9542,1.3442,0.75916,1.1267
1.386,0.93183,0.80778,0.85123
1.5233,0.74044,0.64951,1.3783
0.61097,0.90393,0.95129,1.5801
1.3613,1.2741,0.92222,0.40754
0.72934,1.1165,1.0698,0.88418
1.1822,1.0564,1.2444,1.1239
1.5558,0.9756,1.0556,1.0255
0.72655,0.47752,1.171,1.5858
0.8145,0.59409,1.2676,1.4666
0.87757,0.87463,0.82608,0.38233
0.54837,1.4093,1.1602,1.2727
0.51173,0.72317,0.93661,1.414
1.3421,1.0457,0.83737,0.79136
0.48076,0.41616,1.7192,0.8828
0.97377,0.85219,0.98566,0.99837
1.1909,1.1184,1.0318,1.0434
0.81994,1.5249,0.79569,0.91423
0.92505,0.8267,0.87028,1.3175
1.2476,1.07,0.60425,1.1111
0.58902,1.1796,1.2354,0.83692
1.3099,1.0366,0.55153,1.3861
1.1692,1.385,1.0703,1.1491
1.2573,0.92085,0.82694,0.30504
1.1084,0.81988,0.66566,1.2027
0.91378,1.1499,1.8276,1.1184
0.72649,0.59901,1.5071,1.0231
1.0654,1.1986,0.97475,0.31854
0.42766,0.8829,0.88095,1.312
1.1798,1.1093,0.93655,0.58558
1.0766,0.96994,0.98174,0.64635
1.3413,0.75538,0.49612,0.93786
0.71007,1.0753,1.1204,1.3261
0.50673,1.4162,1.4907,0.94453
0.96074,1.4958,1.0666,1.7599
0.95072,0.74253,1.0155,0.69321
0.67193,0.79958,0.9887,0.66133
1.5286,1.2308,1.5117,1.4228
1.0432,0.79061,0.93341,1.2443
1.0902,0.62473,0.83911,1.2269
1.2531,1.4011,0.6797,1.1207
0.88606,0.7704,0.79185,0.53126
0.92928,1.255,1.676,0.47241
1.4119,0.83492,0.66541,0.49207
1.1871,0.65476,1.0341,0.63952
0.88413,0.66485,1.1704,0.31579
1.2505,0.96345,1.0201,1.212
0.9404,1.5203,1.3357,1.1553
0.55606,0.77692,1.1268,0.58165
0.79394,0.45758,1.1536,0.71332
0.70388,0.48391,1.2031,0.74335
1.1175,0.86698,0.67341,0.43394
0.95232,1.4231,0.99239,0.83508
1.0971,0.34221,1.0762,1.341
1.281,1.3753,1.4068,0.81517
1.0533,0.98707,1.3286,1.3515
0.70356,1.491,1.2267,0.87736
0.56532,0.85151,1.0165,0.95048
0.30002,0.94789,1.1719,0.89899
1.1968,0.77948,0.87605,1.2094
0.90083,0.94385,0.053738,0.51479
0.96506,0.73138,1.4058,0.72673
0.64072,0.8652,0.85081,0.35415
1.1902,1.0655,0.92783,1.1916
0.5599,0.59359,1.6051,1.2839
0.87153,1.0941,0.91421,1.3078
0.6564,1.0368,1.1245,1.7309
0.91362,1.3641,0.63608,0.87222
0.75692,1.6636,0.50376,1.3091
0.84089,0.89775,1.2684,0.77487
0.7943,1.025,0.36853,0.60518
0.87302,1.3772,0.92783,0.40602
1.3376,0.88105,1.6836,0.94954
0.9055,0.7734,1.2612,1.0767
0.70012,0.7017,0.51449,0.74448
1.0373,1.0509,0.82134,0.46262
0.85701,1.6816,1.1103,0.88885
1.3386,0.42169,1.0636,0.8766
0.75652,0.92808,0.76756,0.72823
1.0557,0.40553,1.0986,1.1676
1.3448,1.1627,0.83857,1.2586
0.73224,1.3783,0.65058,1.1589
1.4583,0.51346,0.50578,1.244
1.3659,1.176,0.74604,1.1865
1.0362,0.80134,1.4021,0.96805
0.39784,1.1945,0.65265,1.7006
1.0412,0.67418,0.93586,1.0413
1.0641,0.83522,1.3703,1.3741
1.5212,1.105,0.94893,1.6494
0.83598,0.72432,0.87005,1.1723
0.96952,1.131,1.2971,1.2249
1.2785,1.2325,1.0158,0.95236
0.75751,0.88164,1.0943,0.65893
1.2245,1.036,1.2404,0.72063
1.2111,1.1087,1.2199,1.0759
1.5599,1.3254,1.2981,1.0207
0.4796,0.67629,0.751,1.3213
0.8009,1.3666,1.4661,0.57965
0.503,0.80248,0.60821,0.86072
0.79029,1.1714,0.83959,1.0708
1.3497,0.74428,1.2305,0.65867
0.86216,0.72747,1.068,0.98312
0.55561,1.2111,1.0183,1.0036
0.28823,1.7229,0.87322,0.59215
0.77024,0.77226,1.5025,0.93247
0.61402,0.92473,0.98606,1.1873
1.0998,1.5545,1.1774,0.19357
0.50612,0.98808,1.0738,1.3197
0.71522,0.79234,1.1089,1.0861
0.8302,1.0072,0.73435,0.96659
1.0672,1.2736,1.3326,1.1144
1.4043,1.506,0.3644,0.54875
1.2333,1.1089,0.95104,0.6595
1.4786,1.1056,1.2583,0.82096
0.57245,0.69982,0.89009,1.0435
